0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.400000000000000000e+01,1.500000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.800000000000000000e+01,1.900000000000000000e+01,2.000000000000000000e+01,2.100000000000000000e+01,2.200000000000000000e+01,2.300000000000000000e+01,2.400000000000000000e+01,2.500000000000000000e+01,2.600000000000000000e+01,2.700000000000000000e+01,2.800000000000000000e+01,2.900000000000000000e+01,3.000000000000000000e+01
8.000000000000000000e+00,7.825180805870445511e+00,7.308363661140806933e+00,6.472135954999579610e+00,5.353044850870865901e+00,4.000000000000000888e+00,2.472135954999579610e+00,8.362277061412294321e-01,-8.362277061412266566e-01,-2.472135954999578722e+00,-3.999999999999998224e+00,-5.353044850870863236e+00,-6.472135954999578722e+00,-7.308363661140806045e+00,-7.825180805870444622e+00,-8.000000000000000000e+00,-7.825180805870445511e+00,-7.308363661140808709e+00,-6.472135954999580498e+00,-5.353044850870867677e+00,-4.000000000000003553e+00,-2.472135954999580498e+00,-8.362277061412338730e-01,8.362277061412238810e-01,2.472135954999577834e+00,3.999999999999994671e+00,5.353044850870862348e+00,6.472135954999578722e+00,7.308363661140804268e+00,7.825180805870444622e+00,8.000000000000000000e+00
0.000000000000000000e+00,8.316467632710372593e-01,1.626946572303200611e+00,2.351141009169892548e+00,2.972579301909576532e+00,3.464101615137754386e+00,3.804226065180614125e+00,3.978087581473093159e+00,3.978087581473093604e+00,3.804226065180614569e+00,3.464101615137754830e+00,2.972579301909577865e+00,2.351141009169892993e+00,1.626946572303201721e+00,8.316467632710389246e-01,4.898587196589412829e-16,-8.316467632710362601e-01,-1.626946572303199279e+00,-2.351141009169892104e+00,-2.972579301909576088e+00,-3.464101615137753498e+00,-3.804226065180614125e+00,-3.978087581473093159e+00,-3.978087581473093604e+00,-3.804226065180614569e+00,-3.464101615137756163e+00,-2.972579301909578309e+00,-2.351141009169893437e+00,-1.626946572303203720e+00,-8.316467632710394797e-01,-9.797174393178825657e-16
1.000000000000000000e+00,1.207911690817759398e+00,1.406736643075800153e+00,1.587785252292473137e+00,1.743144825477394022e+00,1.866025403784438597e+00,1.951056516295153642e+00,1.994521895368273290e+00,1.994521895368273512e+00,1.951056516295153642e+00,1.866025403784438819e+00,1.743144825477394466e+00,1.587785252292473359e+00,1.406736643075800375e+00,1.207911690817759620e+00,1.000000000000000222e+00,7.920883091822409350e-01,5.932633569242001803e-01,4.122147477075269739e-01,2.568551745226059779e-01,1.339745962155616255e-01,4.894348370484646882e-02,5.478104631726710139e-03,5.478104631726599116e-03,4.894348370484635780e-02,1.339745962155609593e-01,2.568551745226054228e-01,4.122147477075266409e-01,5.932633569241990701e-01,7.920883091822401578e-01,9.999999999999997780e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.301933730492754737e-01,4.770253265831950196e-01,3.493358369689157916e-01,2.507490920124384459e-01,1.733441863873418642e-01,1.093024728138283913e-01,5.291568952597724279e-02,1.327656350622822279e-16,-5.291568952597718034e-02,-1.093024728138285162e-01,-1.733441863873415312e-01,-2.507490920124384459e-01,-3.493358369689155696e-01,-4.770253265831949641e-01,6.301933730492751407e-01,7.764382219885731518e-01,8.788895481220581063e-01,9.369975843134427107e-01,9.680521126752100747e-01,9.848613065024488522e-01,9.940085358973443919e-01,9.985989834773468798e-01,1.000000000000000000e+00,9.985989834773468798e-01,9.940085358973445029e-01,9.848613065024489632e-01,9.680521126752101857e-01,9.369975843134428217e-01,8.788895481220586614e-01,7.764382219885733738e-01,7.764382219885733738e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.764382219885730407e-01,8.788895481220584394e-01,9.369975843134427107e-01,9.680521126752100747e-01,9.848613065024488522e-01,9.940085358973445029e-01,9.985989834773468798e-01,1.000000000000000000e+00,9.985989834773468798e-01,9.940085358973445029e-01,9.848613065024489632e-01,9.680521126752100747e-01,9.369975843134428217e-01,8.788895481220584394e-01,-7.764382219885732628e-01,-6.301933730492753627e-01,-4.770253265831956857e-01,-3.493358369689157916e-01,-2.507490920124386680e-01,-1.733441863873418365e-01,-1.093024728138285440e-01,-5.291568952597735381e-02,-1.327656350622820800e-16,5.291568952597711095e-02,1.093024728138282664e-01,1.733441863873415034e-01,2.507490920124382794e-01,3.493358369689156251e-01,4.770253265831946310e-01,6.301933730492751407e-01,6.301933730492751407e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
