0.000000000000000000e+00,5.000000000000000278e-02,1.000000000000000056e-01,1.500000000000000222e-01,2.000000000000000111e-01,2.500000000000000000e-01,3.000000000000000444e-01,3.500000000000000333e-01,4.000000000000000222e-01,4.500000000000000111e-01,5.000000000000000000e-01,5.500000000000000444e-01,6.000000000000000888e-01,6.500000000000000222e-01,7.000000000000000666e-01,7.500000000000000000e-01,8.000000000000000444e-01,8.500000000000000888e-01,9.000000000000000222e-01,9.500000000000000666e-01,1.000000000000000000e+00,1.050000000000000044e+00,1.100000000000000089e+00,1.150000000000000133e+00,1.200000000000000178e+00,1.250000000000000000e+00,1.300000000000000044e+00,1.350000000000000089e+00,1.400000000000000133e+00,1.450000000000000178e+00,1.500000000000000000e+00,1.550000000000000044e+00,1.600000000000000089e+00,1.650000000000000133e+00,1.700000000000000178e+00,1.750000000000000000e+00,1.800000000000000044e+00,1.850000000000000089e+00,1.900000000000000133e+00,1.950000000000000178e+00,2.000000000000000000e+00
-9.997118851583233212e-01,-9.996871555087000205e-01,-9.993272852806035500e-01,-9.978764548596414929e-01,-9.942645998367166671e-01,-9.872470074785366645e-01,-9.755232245709387628e-01,-9.578362016296552151e-01,-9.330527718418911709e-01,-9.002266908508193000e-01,-8.586455445229865813e-01,-8.078628680118659089e-01,-7.477168155821708462e-01,-6.783366845889087227e-01,-6.001385394789766625e-01,-5.138111164348331261e-01,-4.202931330095744933e-01,-3.207430994777015210e-01,-2.165027522797813297e-01,-1.090553304728315159e-01,7.600786197728821815e-07,1.090760945342168498e-01,2.165231131331353531e-01,3.207621880912039924e-01,4.203102881231533527e-01,5.138261706749925883e-01,6.001517040306461048e-01,6.783482030154439624e-01,7.477266246920015735e-01,8.078704381935986056e-01,8.586499559001316007e-01,9.002268917487984412e-01,9.330478967850351912e-01,9.578258122824735432e-01,9.755073770587150417e-01,9.872261281364546059e-01,9.942392427785540221e-01,9.978470852763474674e-01,9.992942437912690767e-01,9.996508711220424281e-01,9.996731785582092522e-01
-4.521582740694487254e-05,1.452333852337460635e-04,2.661681947068084923e-03,1.199520462444691841e-02,3.318586827370055559e-02,7.037465112389545974e-02,1.258947978476914475e-01,1.998346716350979935e-01,2.900000219117276901e-01,3.922000464196911951e-01,5.007786828685609759e-01,6.093102432255815826e-01,7.113768591050669832e-01,8.013443269899928056e-01,8.750529457243120257e-01,9.303409755992340102e-01,9.673205993644234946e-01,9.883299427661363934e-01,9.974900590858648552e-01,9.998030731592439935e-01,9.997165776039644847e-01,9.992849927798652665e-01,9.967320951061617862e-01,9.877276652029410853e-01,9.672469030864716544e-01,9.310118769956585716e-01,8.764577055145652551e-01,8.032507261668673237e-01,7.134009067430504558e-01,6.110249794532425227e-01,5.018297882980107261e-01,3.923966709736284031e-01,2.893568504229442340e-01,1.985542583841564124e-01,1.242953927428658290e-01,6.878512919983847951e-02,3.184224099045707135e-02,1.097807165069752955e-02,1.905666829969732134e-03,-4.760180379435041687e-04,-6.082086311494094844e-04
9.996920088009263461e-01,9.996920087107884489e-01,9.996920085519979127e-01,9.996920082589901835e-01,9.996920078219758699e-01,9.996920072728362472e-01,9.996920066441007391e-01,9.996920059387162105e-01,9.996920051263248341e-01,9.996920041649822730e-01,9.996920030365018528e-01,9.996920017790795754e-01,9.996920005021509015e-01,9.996919993745457811e-01,9.996919985863158553e-01,9.996919982949121763e-01,9.996919985748418114e-01,9.996919993931387971e-01,9.996920006268731340e-01,9.996920021188921979e-01,9.996920063647531940e-01,9.996920074104571619e-01,9.996920081551521342e-01,9.996920083657312439e-01,9.996920080417621701e-01,9.996920074182483740e-01,9.996920068727195297e-01,9.996920067974697233e-01,9.996920074822360780e-01,9.996920090369036949e-01,9.996920113686293963e-01,9.996920142137627474e-01,9.996920172129571958e-01,9.996920200086899522e-01,9.996920223390195481e-01,9.996920241007077879e-01,9.996920253599091977e-01,9.996920263005603102e-01,9.996920271205038677e-01,9.996920279145695698e-01,9.996920286234706188e-01
-1.870294684798897567e-05,2.004096943705363336e-03,1.496375381800468113e-02,4.668284244971997871e-02,1.019799924779291739e-01,1.830915412973747325e-01,2.900767075065845413e-01,4.212023835105451197e-01,5.733045274893604493e-01,7.421240682421731405e-01,9.226161620600578095e-01,1.109232499436132002e+00,1.296177091749167509e+00,1.477636514722169059e+00,1.647985887123003756e+00,1.801971860503872591e+00,1.934873529433632999e+00,2.042641382325129484e+00,2.122013141262430125e+00,2.170603525853405102e+00,2.186966597377826282e+00,2.170602695215012812e+00,2.121996577757921720e+00,2.042607867684909095e+00,1.934831497849752724e+00,1.801931198295267933e+00,1.647951063605288091e+00,1.477604404921498693e+00,1.296139190042460143e+00,1.109179478951746400e+00,9.225423705507124206e-01,7.420300889639145359e-01,5.731969542013864993e-01,4.210911018654801552e-01,2.899709396426430330e-01,1.829964541846380022e-01,1.018956103209240904e-01,4.660621501767320263e-02,1.489375077032717432e-02,1.945816847676584693e-03,-5.604833932348896042e-05
-2.825937402525507817e-05,1.485211776737985559e-02,1.014568791589428864e-01,2.891639313486731866e-01,5.725655168128161998e-01,9.229055582290383031e-01,1.298203826414908058e+00,1.651977856405992595e+00,1.940485859491770437e+00,2.128425765663130242e+00,2.193037604787908990e+00,2.126569319856642881e+00,1.937080425764488467e+00,1.647574306253424270e+00,1.293469003766389402e+00,9.184387259974616802e-01,5.686845927965622494e-01,2.857240017356197925e-01,9.782402400671574849e-02,1.024607833013346792e-02,-5.424339299913372159e-03,-1.833418168793787828e-02,-9.885882272873214305e-02,-2.785476242307343142e-01,-5.552633929567249993e-01,-9.028579599163606417e-01,-1.280455878894489530e+00,-1.641041124751865254e+00,-1.939053128098173318e+00,-2.136718304829713588e+00,-2.208872062143242943e+00,-2.146064722009299430e+00,-1.955793533964708786e+00,-1.661762586624774940e+00,-1.301143606783796258e+00,-9.198939914189736555e-01,-5.662845865948611390e-01,-2.828993434872018042e-01,-9.749268038217451249e-02,-1.322879612962424289e-02,1.019050016793698887e-03
-1.627264409113554402e-09,-2.208593730359319804e-09,-4.382673706114935640e-09,-7.362553068574536817e-09,-9.996310265971029006e-09,-1.185006083455969674e-08,-1.328839782025182061e-08,-1.503602643707718139e-08,-1.761205101092771981e-08,-2.091390659491916009e-08,-2.410339279819717009e-08,-2.582475668423340962e-08,-2.467637840850686133e-08,-1.977543092017204673e-08,-1.121100688864672522e-08,-1.877253754442401461e-10,1.126915900540474610e-08,2.103252726696131148e-08,2.777115842382199616e-08,3.145255105469542834e-08,2.174769132205254889e-08,1.896793827619002300e-08,9.989091600729567075e-09,-1.564675395144244870e-09,-1.057686968206333206e-08,-1.306050902361499330e-08,-7.412490252656710969e-09,5.394736447071981668e-09,2.236982962071137806e-08,3.949618322703746763e-08,5.286795142951119207e-08,5.970577341053327422e-08,5.903767621079141978e-08,5.189636104641244529e-08,4.096860145368867029e-08,2.973704468225372294e-08,2.128055384470126099e-08,1.704760278081751679e-08,1.608938163255579923e-08,1.543643340365039029e-08,1.252606352843133042e-08
7.072777796221997315e-01,7.088220518242084323e-01,7.103035238195901657e-01,7.101672309339268629e-01,7.119965860305743632e-01,7.197960876347606618e-01,7.358338043838781317e-01,7.608896781501390816e-01,7.934477613562189724e-01,8.271603330498539242e-01,8.509361434404516533e-01,8.588760439364937493e-01,8.584144916186419172e-01,8.611662474280831203e-01,8.734451429123196720e-01,8.958440200782070706e-01,9.252607985668410695e-01,9.565110134161788347e-01,9.826470269713923900e-01,9.968244122728320278e-01,9.999999999947041252e-01,9.970415894747374219e-01,9.836449068550991992e-01,9.579531308687404545e-01,9.262682995434161626e-01,8.957958403673843550e-01,8.721742787236569372e-01,8.590111344758911693e-01,8.561770520095607351e-01,8.575242618926939286e-01,8.507130123131173560e-01,8.271165545588623491e-01,7.927758804568039164e-01,7.597136216248083773e-01,7.346459637688029787e-01,7.189972291172490593e-01,7.117599265177393386e-01,7.103597429676506980e-01,7.105268891680076582e-01,7.088609864814939820e-01,7.072761526424584666e-01
8.111614491032960460e-08,-2.629320278568055350e-02,-8.159201575147735641e-02,-1.358346113869812188e-01,-1.724846326061681701e-01,-1.877729287685927784e-01,-1.818767483824102194e-01,-1.534345623294489924e-01,-9.856829717036777461e-02,-1.451708806750581782e-02,9.061360075186974949e-02,1.932201575666148696e-01,2.712388028728224265e-01,3.188152084096070871e-01,3.389153137466329735e-01,3.332240279851953479e-01,2.993511604039832963e-01,2.337009369879790022e-01,1.404636062400037577e-01,4.600418777119828079e-02,-3.251159848803810902e-06,4.059424355225844244e-02,1.328528327648712815e-01,2.276546874128345110e-01,2.964664770617542189e-01,3.333496197496182978e-01,3.414451333570615033e-01,3.232475960650607050e-01,2.769800468100880875e-01,1.988910334664647228e-01,9.394782578611282631e-02,-1.476232186139581765e-02,-1.013971583198051141e-01,-1.571715559999941891e-01,-1.853275846354468237e-01,-1.901891436161078919e-01,-1.733444517550819242e-01,-1.349592084434181327e-01,-7.973218180356275719e-02,-2.516473753576904324e-02,-1.777388421977636480e-05
-1.084349759206463346e-06,3.459132055618732715e-02,1.087710051682806434e-01,1.826682479692077476e-01,2.355058217452083158e-01,2.652477293878404696e-01,2.755580336738296943e-01,2.689978014281860785e-01,2.460999820245901026e-01,2.068940409292132077e-01,1.542869218435850565e-01,9.752984155990961079e-02,4.976962307734585089e-02,2.019805800996522099e-02,1.089683168650124392e-02,1.837714879961002343e-02,3.450415266820206633e-02,4.779832351692459014e-02,4.785972848500255616e-02,3.052301514569941143e-02,1.468198904671337323e-07,-3.086361375683200833e-02,-4.894599309792050518e-02,-4.941707228366587490e-02,-3.578518474048836967e-02,-1.830275091180618915e-02,-8.953265340925423491e-03,-1.659862615918255430e-02,-4.539321357568997656e-02,-9.375926348766243368e-02,-1.523649935747054818e-01,-2.070489780344048347e-01,-2.476819886999070131e-01,-2.712141321384501369e-01,-2.777824172966101846e-01,-2.669584811753889508e-01,-2.361727886402590626e-01,-1.818889869565780137e-01,-1.069896653159907174e-01,-3.344940453860200530e-02,1.714505979621531475e-05
7.069357413877931373e-01,7.040478725748480215e-01,6.906377599362529818e-01,6.662160112462371941e-01,6.386289383669020436e-01,6.134154884757572201e-01,5.912167375858049523e-01,5.702147977684816071e-01,5.478683597719757881e-01,5.222929191659370085e-01,4.938546353872800831e-01,4.642045259012771985e-01,4.325240536825272208e-01,3.954005508721482598e-01,3.494442036865041401e-01,2.934067471368641544e-01,2.304144111137358120e-01,1.678864900266447135e-01,1.112845096843167875e-01,5.738511436645262614e-02,1.384608486948143531e-08,-5.751185611661587677e-02,-1.113423181186328076e-01,-1.675025233381677581e-01,-2.299001648381961971e-01,-2.934158358070282913e-01,-3.502100619333805009e-01,-3.966552005132789605e-01,-4.337999140647346707e-01,-4.650846133579170094e-01,-4.942125913452468655e-01,-5.222939782563508215e-01,-5.476117713529055075e-01,-5.697150249296971669e-01,-5.905810045474285674e-01,-6.128655998673927519e-01,-6.384135978776421805e-01,-6.664018637812840762e-01,-6.909034161658557105e-01,-7.041050881546391249e-01,-7.069373687204670853e-01
-6.760426447118963246e-07,4.335695644554116712e-01,6.119878508890641555e-01,5.969513462998858877e-01,5.839182699553890910e-01,6.783842106495268087e-01,9.135035978874626039e-01,1.317813501801684106e+00,1.894108170419887882e+00,2.487890297216690971e+00,2.696040997310541254e+00,2.279777337434571116e+00,1.536642974378202187e+00,7.842355269674916585e-01,3.868638127775977931e-02,-8.364409626731037495e-01,-1.959954581496918591e+00,-3.231011481034576249e+00,-4.008441035938668406e+00,-3.177115204274798543e+00,-1.206457713278381305e-01,3.008034428551765060e+00,4.000153288181089728e+00,3.333066084498666370e+00,2.077058405307038225e+00,9.291810289924017363e-01,3.069242223118272619e-02,-7.298830048271701676e-01,-1.502179359665129388e+00,-2.290211349614218683e+00,-2.761040853325980926e+00,-2.559389258322275040e+00,-1.930216359918979663e+00,-1.321647238049120432e+00,-9.005351385595045111e-01,-6.600370782677010828e-01,-5.686256043082036360e-01,-5.910283777890005252e-01,-6.135775601385450306e-01,-4.348534488257878028e-01,5.506080490053239255e-05
-6.749371270879605481e-07,3.064952032911119062e+00,3.950435633258695400e+00,3.238889788518533930e+00,1.970106122861906783e+00,7.272480633073040712e-01,-4.190667141314912136e-01,-1.565117408539888899e+00,-2.759801910257275726e+00,-3.823134061197889011e+00,-4.279723491578276473e+00,-3.828701378417126211e+00,-2.807191924788034587e+00,-1.718774782752829688e+00,-7.995566155089207649e-01,-1.168636531636914472e-01,2.630686776008271943e-01,2.375725308844842398e-01,-2.343921215455353202e-01,-9.392326341925602007e-01,-1.337619079470214745e+00,-9.613538599645594651e-01,-2.460227612016360199e-01,2.647054696767958126e-01,3.274676696602936699e-01,-3.405522641750385882e-02,-7.178566275566933275e-01,-1.656975733345077417e+00,-2.792636303153143373e+00,-3.894140449279336558e+00,-4.416732188248135849e+00,-3.957323775262686638e+00,-2.835012189868913790e+00,-1.580989630171624416e+00,-3.910954068129779415e-01,7.899903527476461740e-01,2.060002576702900434e+00,3.325386129542384772e+00,3.962555442177657650e+00,2.984123504691324147e+00,6.365774212893442717e-05
6.531749823387344163e-08,-2.636384653044067661e-01,-5.720273237424732260e-01,-7.699459995239537058e-01,-8.376894056922290499e-01,-8.678470157563790144e-01,-9.137425096847350270e-01,-9.668600668087143912e-01,-9.547494100092851488e-01,-7.645180469925304534e-01,-4.289209691469843544e-01,-2.874790377983838519e-01,-5.969146048499770485e-01,-1.253563158712621028e+00,-2.028548419879872888e+00,-2.674498561753420045e+00,-2.931186188991784292e+00,-2.722168543571248822e+00,-2.359699141942494194e+00,-2.266737339835836362e+00,-2.355098777057110127e+00,-2.272037087764291030e+00,-2.348401851104878979e+00,-2.716403627094760242e+00,-2.964453613857570780e+00,-2.740392124897775616e+00,-2.093255307902377460e+00,-1.287761452341516177e+00,-5.840048796522524510e-01,-2.318104671178402298e-01,-3.699976050729284482e-01,-7.363390650672773097e-01,-9.470864873602169443e-01,-9.629740727410750489e-01,-9.101075122097610492e-01,-8.670932204691642609e-01,-8.419967359644960903e-01,-7.764570070647262012e-01,-5.740237584770013779e-01,-2.628107843613727845e-01,1.317672177062351473e-04
